Price,Sales_Rank,Title,Number_of_Reviews,Ratings,Author,Publication Date,Genre
5,41,Dear Zoo: A Lift-the-Flap Book,0.376962301,4.8,Rod Campbell,2016,Fiction
7.53,42,"Jesus Calling, Padded Hardcover, with Scripture references",0.446115504,4.9,Sarah Young,2016,Fiction
5.49,43,Night (Night),0.122078034,4.7,Elie Wiesel,2016,Non Fiction
13.75711733,50.24630925,,0.369223566,4.650893551,,2016,Non Fiction
12.15,45,Harry Potter Paperback Box Set (Books 1-7),0.240661166,4.9,J. K. Rowling,2016,Fiction
21.99,46,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",0.307622894,4.9,J.K. Rowling,2016,Fiction
9.05,47,10-Day Green Smoothie Cleanse,0.469448264,4.7,JJ Smith,2016,Non Fiction
8.47,48,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",0.135427409,4.7,Lysa TerKeurst,2016,Non Fiction
16.26,49,The Nightingale: A Novel,0.240661166,4.8,Kristin Hannah,2016,Fiction
23.7,50,Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2),0.190085367,4.9,J. K. Rowling,2016,Fiction
8.29,51,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2016,Fiction
4.98,52,Love You Forever,0.7607282,4.9,Robert Munsch,2016,Fiction
6.79,53,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2016,Fiction
20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",0.089463733,4.6,Patrick Lencioni,2016,Fiction
18.98,55,All the Light We Cannot See,0.963117337,4.6,Anthony Doerr,2016,Fiction
4.55,56,"Brown Bear, Brown Bear, What Do You See?",0.675246362,4.9,Bill Martin Jr.,2016,Fiction
13.29,57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2016,Fiction
11.89,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",0.143577403,4.9,Priscilla Shirer,2016,Non Fiction
24.5,59,The Whistler,0.604660823,4.4,John Grisham,2016,Fiction
4.14,60,If Animals Kissed Good Night,0.995301937,4.8,Ann Whitford Paul,2016,Fiction
15.9,61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,0.033731523,4.7,Ina Garten,2016,Non Fiction
11.29,62,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",0.14207345,4.7,Rick Riordan,2016,Fiction
4.44,63,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),0.080740804,4.5,Rob Elliott,2016,Non Fiction
4.02,64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),0.185215423,4.8,Golden Books,2016,Fiction
6.92,65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2016,Fiction
14,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",0.109473473,4.7,Gary J. Byrne,2016,Non Fiction
5.99,67,First 100 Animals,0.134496391,4.8,Roger Priddy,2016,Non Fiction
8.49,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",0.044230549,4.5,Coloring Books for Adults,2016,Non Fiction
5.36,69,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2016,Fiction
9.87,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",0.165721325,4.8,Brené Brown,2016,Non Fiction
9.89,71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),0.188653031,4.5,Ransom Riggs,2016,Fiction
13.63,72,Grit: The Power of Passion and Perseverance,0.178569382,4.6,Angela Duckworth,2016,Non Fiction
14.98,73,Emotional Intelligence 2.0,0.148662198,4.5,Travis Bradberry,2016,Fiction
13.5,74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,0.304271227,4.5,Colson Whitehead,2016,Fiction
9.49,75,The Outsiders,0.437349605,4.8,S. E. Hinton,2016,Fiction
12.15,76,The Food Lab: Better Home Cooking Through Science,0.128509224,4.9,J. Kenji López-Alt,2016,Non Fiction
18.98,77,Me Before You: A Novel (Movie Tie-In),0.01681563,4.6,Jojo Moyes,2016,Fiction
4.59,78,Chicka Chicka Boom Boom (Board Book),0.480391314,4.9,Bill Martin Jr.,2016,Non Fiction
9.48,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2016,Non Fiction
7.99,80,Potty (Leslie Patricelli board books),0.184527902,4.7,Leslie Patricelli,2016,Fiction
20.06,81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",0.112724877,4.7,Timothy Ferriss,2016,Non Fiction
5.59,82,"First 100 Padded: Numbers, Colors, Shapes",0.100034376,4.8,Roger Priddy,2016,Non Fiction
8.08,83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,0.103486307,4.7,Thaneeya McArdle,2016,Non Fiction
8.97,84,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,0.179443108,4.4,Laurel Randolph,2016,Non Fiction
9.99,85,Quieting Your Heart: 6-Month Bible-Study Journal,0.021871777,4.5,Darlene Schacht,2016,Non Fiction
9.9,86,The Book with No Pictures,0.241090867,4.8,B. J. Novak,2016,Fiction
5.38,87,Creative Haven Owls Coloring Book (Adult Coloring),0.073836943,4.7,Marjorie Sarnat,2016,Non Fiction
9.09,88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)",0.091927352,4.7,Rick Riordan,2016,Fiction
9.99,89,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,0.21444941,4.7,Johanna Basford,2016,Non Fiction
6.98,90,Harry Potter and the Sorcerer's Stone,0.072619457,4.8,J.K. Rowling,2016,Fiction
8.95,91,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2016,Fiction
22.95,92,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),0.654019136,4.9,Dungeons & Dragons,2016,Fiction
7.5,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",0.089248883,4.6,Tom Robinson,2016,Non Fiction
7.48,94,George Orwell,0.240661166,4.7,George Orwell,2016,Fiction
8.48,95,"The Giver (Giver Quartet, 1)",0.375444024,4.7,Lois Lowry,2016,Fiction
13.75711733,50.24630925,,0.369223566,4.650893551,,2016,Fiction
11.29,97,"Thinking, Fast and Slow",0.425146098,4.6,Daniel Kahneman,2016,Non Fiction
8.22,98,Little Blue Truck board book,0.116792712,4.9,Alice Schertle,2016,Non Fiction
14.39,99,Harry Potter Coloring Book,0.144465452,4.8,Scholastic,2016,Non Fiction
9.19,100,The Day the Crayons Quit,0.284290134,4.8,Drew Daywalt,2016,Fiction
9.67,1,Wonder,0.51059929,4.8,R. J. Palacio,2017,Fiction
7.38,2,Milk and Honey,0.663988198,4.7,Rupi Kaur,2017,Non Fiction
6.9,3,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2017,Fiction
14.35,4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0.240661166,4.6,Mark Manson,2017,Non Fiction
9.89,5,The Getaway,0.245201673,4.8,Jeff Kinney,2017,Fiction
8.97,6,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,0.179443108,4.4,Laurel Randolph,2017,Non Fiction
12.45,7,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,0.420390741,4.5,J. D. Vance,2017,Non Fiction
9.49,8,Astrophysics for People in a Hurry,0.297138192,4.7,Neil deGrasse Tyson,2017,Non Fiction
4.78,9,First 100 Words: A Padded Board Book,0.503981895,4.7,Roger Priddy,2017,Non Fiction
14.68,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,0.221926206,4.6,Melissa Hartwig Urban,2017,Non Fiction
14.35,11,The Handmaid's Tale,0.868439899,4.4,Margaret Atwood,2017,Fiction
7.57,12,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2017,Non Fiction
8.45,13,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.506531454,4.7,Jen Sincero,2017,Non Fiction
9.99,14,What Happened,0.098272602,4.6,Hillary Rodham Clinton,2017,Non Fiction
8.48,15,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2017,Fiction
11.58,16,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,0.42749513,4.7,Admiral William H. McRaven,2017,Non Fiction
7.48,17,George Orwell,0.240661166,4.7,George Orwell,2017,Fiction
10.5,18,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2017,Non Fiction
13.39,19,Origin: A Novel (Robert Langdon),0.518333906,4.4,Dan Brown,2017,Fiction
7.63,20,A Man Called Ove: A Novel,0.815543715,4.7,Fredrik Backman,2017,Fiction
9,21,The Sun and Her Flowers,0.242179443,4.8,Rupi Kaur,2017,Non Fiction
5,22,Dear Zoo: A Lift-the-Flap Book,0.376962301,4.8,Rod Campbell,2017,Fiction
7.74,23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2017,Non Fiction
3.97,24,The Going-To-Bed Book,0.219763378,4.8,Sandra Boynton,2017,Fiction
18.29,25,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2017,Non Fiction
8.55,26,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2017,Fiction
13.4,27,The Shack: Where Tragedy Confronts Eternity,0.334335969,4.7,William P. Young,2017,Fiction
8.32,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,0.401927925,4.5,Marie Kondō,2017,Non Fiction
15.29,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",0.043070356,4.5,Sheryl Sandberg,2017,Non Fiction
25.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),0.205798098,4.6,Thug Kitchen,2017,Non Fiction
14.48,31,A Gentleman in Moscow: A Novel,0.718445629,4.6,Amor Towles,2017,Fiction
24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2017,Non Fiction
5.36,33,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2017,Fiction
8.39,34,Thirteen Reasons Why,0.19588633,4.5,Jay Asher,2017,Fiction
17.91,35,Leonardo da Vinci,0.092972957,4.6,Walter Isaacson,2017,Non Fiction
4.98,36,The Pout-Pout Fish,0.336971468,4.9,Deborah Diesen,2017,Fiction
20.19,37,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),0.198135098,4.9,Mr. Jim Kay,2017,Fiction
4.14,38,If Animals Kissed Good Night,0.995301937,4.8,Ann Whitford Paul,2017,Fiction
4.55,39,"Brown Bear, Brown Bear, What Do You See?",0.675246362,4.9,Bill Martin Jr.,2017,Fiction
22.95,40,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),0.654019136,4.9,Dungeons & Dragons,2017,Fiction
4.93,41,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2017,Fiction
4.02,42,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),0.185215423,4.8,Golden Books,2017,Fiction
4.99,43,Laugh-Out-Loud Jokes for Kids,0.153274321,4.6,Rob Elliott,2017,Non Fiction
20.06,44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",0.112724877,4.7,Timothy Ferriss,2017,Non Fiction
7.99,45,Milk and Vine: Inspirational Quotes From Classic Vines,0.089592644,4.5,Adam Gasiewski,2017,Non Fiction
11,46,Ready Player One: A Novel,0.657657271,4.7,Ernest Cline,2017,Fiction
8.99,47,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),0.230276727,4.9,Dav Pilkey,2017,Fiction
25,48,Obama: An Intimate Portrait,0.143076086,4.9,Pete Souza,2017,Non Fiction
17.99,49,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.130872579,4.7,Stephen R. Covey,2017,Non Fiction
14.59,50,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,0.311934227,4.6,David Grann,2017,Non Fiction
9.48,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2017,Non Fiction
8.47,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",0.135427409,4.7,Lysa TerKeurst,2017,Non Fiction
9.94,53,Big Little Lies,0.458763034,4.6,Liane Moriarty,2017,Fiction
12.97,54,The Official SAT Study Guide,0.032872121,4.5,The College Board,2017,Non Fiction
13.99,55,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,0.038916581,4.6,Melissa Hartwig Urban,2017,Non Fiction
11.29,56,"Thinking, Fast and Slow",0.425146098,4.6,Daniel Kahneman,2017,Non Fiction
7.53,57,"Jesus Calling, Padded Hardcover, with Scripture references",0.446115504,4.9,Sarah Young,2017,Non Fiction
12.7,58,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2017,Non Fiction
12.06,59,The Glass Castle: A Memoir (book),0.271528017,4.6,Jeannette Walls,2017,Non Fiction
6.79,60,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2017,Non Fiction
12.49,61,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,0.035006302,4.7,Oprah Winfrey,2017,Non Fiction
5.72,62,P is for Potty! (Sesame Street) (Lift-the-Flap),0.404749628,4.7,Naomi Kleinberg,2017,Non Fiction
12.75,63,The Rooster Bar,0.219777701,4.7,John Grisham,2017,Fiction
8.14,64,The Giving Tree,0.392832589,4.9,Shel Silverstein,2017,Fiction
10.4,65,She Persisted: 13 American Women Who Changed the World,0.046006646,4.8,Chelsea Clinton,2017,Non Fiction
6.38,66,On Tyranny: Twenty Lessons from the Twentieth Century,0.290621061,4.7,Timothy Snyder,2017,Non Fiction
13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2017,Fiction
8.29,68,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2017,Fiction
13.49,69,Camino Island: A Novel,0.337601696,4.3,John Grisham,2017,Fiction
11.34,70,Turtles All the Way Down,0.162298041,4.6,John Green,2017,Fiction
6.92,71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2017,Non Fiction
4.98,72,Love You Forever,0.7607282,4.9,Robert Munsch,2017,Fiction
16.05,73,"The Pioneer Woman Cooksâ€•Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",0.06807895,4.8,Ree Drummond,2017,Non Fiction
8.55,74,Mindset: The New Psychology of Success,0.198536152,4.6,Carol S. Dweck,2017,Non Fiction
4.98,75,Where Is Baby's Belly Button? A Lift-the-Flap Book,0.181734846,4.8,Karen Katz,2017,Non Fiction
19.95,76,Grant,0.122607998,4.8,Ron Chernow,2017,Non Fiction
9.45,77,,0.011215194,4.6,,2017,unknown
22.49,78,Sapiens: A Brief History of Humankind,0.941574997,4.6,Yuval Noah Harari,2017,Non Fiction
14.29,79,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,0.561748023,4.7,Benjamin Graham,2017,Non Fiction
13.79,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",0.203864444,4.4,Dr. Steven R Gundry  MD,2017,Non Fiction
12.11,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",0.126131546,4.8,Rick Riordan,2017,Fiction
8.49,82,"Everything, Everything",0.099217944,4.7,Nicola Yoon,2017,Fiction
12.87,83,Start with Why: How Great Leaders Inspire Everyone to Take Action,0.366706772,4.6,Simon Sinek,2017,Non Fiction
15.1,84,Norse Mythology,0.240661166,4.7,Neil Gaiman,2017,Fiction
13.46,85,Beneath a Scarlet Sky: A Novel,0.944797754,4.7,Mark Sullivan,2017,Fiction
1.17,86,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),0.243769337,4.9,Dav Pilkey,2017,Fiction
10.05,87,Lilac Girls: A Novel (Woolsey-Ferriday),0.212343875,4.6,Martha Hall Kelly,2017,Fiction
21.99,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",0.307622894,4.9,J.K. Rowling,2017,Fiction
11.21,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",0.099848172,4.8,Rick Riordan,2017,Fiction
12.97,90,"Al Franken, Giant of the Senate",0.054743898,4.7,Al Franken,2017,Non Fiction
16.29,91,Principles: Life and Work,0.171422024,4.6,Ray Dalio,2017,Non Fiction
9.87,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",0.165721325,4.8,Brené Brown,2017,Non Fiction
6.98,93,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,0.410665177,4.3,Amy Ramos,2017,Non Fiction
18.59,94,Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,0.073163745,4.7,Scholastic,2017,Fiction
9.05,95,10-Day Green Smoothie Cleanse,0.469448264,4.7,JJ Smith,2017,Non Fiction
11.88,96,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,0.349160651,4.7,Dave Ramsey,2017,Non Fiction
8.95,97,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2017,Fiction
12.15,98,Harry Potter Paperback Box Set (Books 1-7),0.240661166,4.9,J. K. Rowling,2017,Fiction
15.7,99,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),0.080669188,4.8,Bill O'Reilly,2017,Non Fiction
12.18,100,"Rosie Revere, Engineer (The Questioneers)",0.090752836,4.9,Andrea Beaty,2017,Non Fiction
16.5,1,Becoming,0.240661166,4.8,Michelle Obama,2018,Non Fiction
11.51,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",0.390855964,4.6,Rachel Hollis,2018,Non Fiction
5.28,3,The Wonky Donkey,0.240661166,4.8,Craig Smith,2018,Fiction
9.29,4,Fire and Fury: Inside the Trump White House,0.246963447,4.7,Michael Wolff,2018,Non Fiction
27.59,5,Fear: Trump in the White House,0.147086628,4.5,Bob Woodward,2018,Non Fiction
16.99,6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrenâ€™s Book)",0.214349146,4.9,Jill Twiss,2018,Fiction
18.14,7,12 Rules for Life: An Antidote to Chaos,0.831098889,4.8,Jordan B. Peterson,2018,Non Fiction
16.59,8,Magnolia Table,0.462300905,4.8,Joanna Gaines,2018,Non Fiction
13.49,9,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,0.141586456,4.6,The Staff of The Late Show with Stephen Colbert,2018,Non Fiction
14.35,10,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,0.240661166,4.6,Mark Manson,2018,Non Fiction
6.15,11,"A Higher Loyalty: Truth, Lies, and Leadership",0.118540163,4.7,James Comey,2018,Non Fiction
6.98,12,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,0.410665177,4.3,Amy Ramos,2018,Non Fiction
11.63,13,Diary of a Wimpy Kid #13: Meltdown,0.289775983,4.8,Jeff Kinney,2018,Fiction
7.57,14,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2018,Non Fiction
4.78,15,First 100 Words: A Padded Board Book,0.503981895,4.7,Roger Priddy,2018,Non Fiction
9.17,16,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),0.224790879,4.9,Dav Pilkey,2018,Fiction
13,17,Educated: A Memoir,0.993411252,4.7,Tara Westover,2018,Non Fiction
8.45,18,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.506531454,4.7,Jen Sincero,2018,Non Fiction
13.79,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",0.203864444,4.4,Dr. Steven R Gundry  MD,2018,Non Fiction
6.9,20,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2018,Fiction
22.95,21,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),0.654047783,4.9,Dungeons & Dragons,2018,Non Fiction
20.79,22,Homebody: A Guide to Creating Spaces You Never Want to Leave,0.156353844,4.8,Joanna Gaines,2018,Non Fiction
4.93,23,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2018,Fiction
7.89,24,Crazy Rich Asians (Crazy Rich Asians Trilogy),0.162498568,4.4,Kevin Kwan,2018,Fiction
10.4,25,The Hate U Give,0.35937321,4.8,Angie Thomas,2018,Fiction
8.97,26,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,0.179443108,4.4,Laurel Randolph,2018,Non Fiction
7.74,27,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2018,Non Fiction
8.55,28,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2018,Fiction
5.72,29,P is for Potty! (Sesame Street) (Lift-the-Flap),0.404749628,4.7,Naomi Kleinberg,2018,Non Fiction
4.98,30,The Pout-Pout Fish,0.336971468,4.9,Deborah Diesen,2018,Fiction
6.99,31,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,0.290950498,4.5,Paper Peony Press,2018,Non Fiction
24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2018,Non Fiction
5,33,Dear Zoo: A Lift-the-Flap Book,0.376976624,4.8,Rod Campbell,2018,Fiction
8.48,34,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2018,Fiction
9.99,35,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),0.226352126,4.9,Dav Pilkey,2018,Fiction
5.36,36,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2018,Fiction
16.65,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",0.294631603,4.8,Samin Nosrat,2018,Non Fiction
8.49,38,A Wrinkle in Time (Time Quintet),0.178669646,4.6,Madeleine L'Engle,2018,Fiction
10.5,39,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2018,Non Fiction
9.99,40,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),0.263635843,4.9,Dav Pilkey,2018,Fiction
8.7,41,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,0.18971296,4.4,Jennifer Smith,2018,Non Fiction
7.38,42,Milk and Honey,0.663988198,4.7,Rupi Kaur,2018,Non Fiction
12.75,43,Little Fires Everywhere,0.814268935,4.5,Celeste Ng,2018,Fiction
8.99,44,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),0.106895268,4.8,Anthony Bourdain,2018,Non Fiction
14.75,45,The President Is Missing: A Novel,0.342858371,4.4,James Patterson,2018,Fiction
5.99,46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",0.95674344,4.8,School Zone,2018,Non Fiction
20.49,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",0.119242008,4.4,Dr. Steven R Gundry  MD,2018,Non Fiction
11,48,Ready Player One: A Novel,0.657657271,4.7,Ernest Cline,2018,Fiction
8.29,49,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2018,Fiction
12.5,50,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,0.098387189,4.8,Tucker Carlson,2018,Non Fiction
13.29,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2018,Fiction
9.67,52,Wonder,0.51059929,4.8,R. J. Palacio,2018,Fiction
7.19,53,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2018,Fiction
14.68,54,The Whole30: The 30-Day Guide to Total Health and Food Freedom,0.221926206,4.6,Melissa Hartwig Urban,2018,Non Fiction
11.29,55,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,0.093617509,4.8,Bob Goff,2018,Non Fiction
12.63,56,Before We Were Yours: A Novel,0.589306176,4.7,Lisa Wingate,2018,Fiction
15.4,57,The Reckoning: A Novel,0.30858256,4.7,John Grisham,2018,Fiction
4.55,58,"Brown Bear, Brown Bear, What Do You See?",0.675260685,4.9,Bill Martin Jr.,2018,Fiction
13.46,59,Beneath a Scarlet Sky: A Novel,0.944797754,4.7,Mark Sullivan,2018,Fiction
12.7,60,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2018,Non Fiction
16.29,61,Principles: Life and Work,0.171422024,4.6,Ray Dalio,2018,Non Fiction
9.49,62,Astrophysics for People in a Hurry,0.297138192,4.7,Neil deGrasse Tyson,2018,Non Fiction
4.99,63,Laugh-Out-Loud Jokes for Kids,0.153274321,4.6,Rob Elliott,2018,Non Fiction
21.99,64,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",0.156583018,4.7,Anthony William,2018,Non Fiction
12.97,65,The Official SAT Study Guide,0.032872121,4.5,The College Board,2018,Non Fiction
4.99,66,Calm the F*ck Down: An Irreverent Adult Coloring Book,0.30104847,4.6,Sasha O'Hara,2018,Non Fiction
9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2018,Non Fiction
14.89,68,The Outsider: A Novel,0.363025667,4.6,Stephen King,2018,Fiction
12.39,69,Where the Crawdads Sing,0.240661166,4.8,Delia Owens,2018,Fiction
12.15,70,D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook),0.373854131,4.9,Wizards RPG,2018,Fiction
15.5,71,Sapiens: A Brief History of Humankind,0.942305489,4.6,Yuval Harari,2018,Non Fiction
4.98,72,Love You Forever,0.7607282,4.9,Robert Munsch,2018,Fiction
8.95,73,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2018,Fiction
14.18,74,The Woman in the Window: A Novel,0.547152515,4.4,A. J. Finn,2018,Fiction
26.9,75,D&D Monster Manual (Dungeons & Dragons Core Rulebook),0.322404606,4.9,Wizards RPG,2018,Fiction
15.9,76,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,0.135126619,4.6,Suzanne Ryan,2018,Non Fiction
18.29,77,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2018,Non Fiction
14.49,78,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),0.372865819,4.8,Jocko Willink,2018,Non Fiction
